degree,values
37,"[0.13221221467653568, 0.13520828899112064, 0.13144262923549122, 0.13713575897536096, 0.12553121851163396, 0.134628528969366, 0.13446699572330068, 0.1329914050118358, 0.13912613400711152, 0.13653826266766825, 0.13370184121903866, 0.13688929836463287, 0.1401079340609295, 0.14428787603025156, 0.1413537114365347, 0.1319267392273254, 0.1456962953866418, 0.1363785692962813, 0.1308970760198341, 0.13141226283840882, 0.1398059104340214, 0.135105463682593, 0.1357160207068328, 0.13335502515543038, 0.1405203768968861, 0.13323956794526848, 0.14082781773624548, 0.1331748743814458, 0.13574868015977132, 0.13666709094741442, 0.14324540643568728, 0.13241499401261514, 0.13557067240248374, 0.135271238963471, 0.13775611656109096, 0.13844076785474613, 0.13668774749412987, 0.13718107084661818, 0.1360656214721872, 0.1312894490992439, 0.1298272910909619, 0.13373191819274186, 0.14130051575025784, 0.13476141765355093, 0.12944988592212497, 0.12981487050960075, 0.13454346798856623, 0.14009706964242297, 0.13455456189120701, 0.1317472088978127, 0.13612509590662916, 0.12854750453988342, 0.13571677495246767, 0.13237342534501811, 0.13998226909541395, 0.14218643345340648, 0.13784167913927778, 0.13828748253323087, 0.13411432307702706, 0.14348298023079606, 0.12881012916083265, 0.1414469678194081, 0.13089028199898203, 0.13785837989375135, 0.13400580635930578, 0.14106827569036018, 0.13998845042950991, 0.13494104669936607, 0.14326119543553503, 0.14186350526288002, 0.14114980113877165, 0.13913127485321442, 0.1320972577151198, 0.13053162018357542, 0.1448100851942576, 0.14190468104765547, 0.1319918186011565, 0.13466794083283476, 0.13394262863230305, 0.1333938084705753, 0.12905692030371171, 0.12810745867613454, 0.1330636998071244, 0.1462108469181316, 0.13900344485572327, 0.13845683657652802, 0.13998066515719765, 0.14193306578780213, 0.13703192570161965, 0.14056766467192985, 0.13537907879669872, 0.13428320665232263, 0.1456815955118156, 0.1370441926509961, 0.14370715857666808, 0.14027886432007022, 0.1349026663230839, 0.13381926858731097, 0.13534873032160158, 0.1388528310784275]"
38,"[0.13734327678323055, 0.13534000962787904, 0.13039931264998098, 0.14175376679131185, 0.1274564269202001, 0.1316207709094419, 0.14053479243540035, 0.13741225187970135, 0.13797432082017785, 0.13646630636976959, 0.13740213567742052, 0.1386590254028832, 0.14144307215190952, 0.14686806203449573, 0.13566699266058882, 0.15101968621045322, 0.13608766590028035, 0.13670631753210188, 0.12955662521359146, 0.1403333302545236, 0.1363700318760284, 0.13871915131918233, 0.13162949456186682, 0.14177220100125323, 0.13418260631099363, 0.13348973905317216, 0.13582437149177798, 0.1365173311962312, 0.1343093745380529, 0.1339965967566, 0.1367800143875547, 0.13166106597225435, 0.1282003340312945, 0.13675576479440768, 0.14485088578669916, 0.14753384104381417, 0.14169246189269288, 0.14009679053175414, 0.14779819456984727, 0.12952525798232778, 0.13480221083059968, 0.1385117167679185, 0.12971964876338543, 0.13688639654582568, 0.1405797114129032, 0.13553908390576527, 0.13109107946847115, 0.14143751734462767, 0.13881584471006111, 0.13535383580893298, 0.13846115063779757, 0.13577819313815825, 0.1332552830844935, 0.14535286733770705, 0.14527890563900486, 0.13811296481103996, 0.13231072422345072, 0.13873512695509743, 0.1345227729388388, 0.1415264882891044, 0.13225067059321677, 0.1369204759387912, 0.13591271394444268, 0.13813688708909985, 0.14025225229447166, 0.13679106999320415, 0.14553382636735868, 0.1337523634726469, 0.13887937569329764, 0.13773876911197364, 0.12858916286356292, 0.14256053622867476, 0.1398589992894951, 0.1407276897360834, 0.13803571035234413, 0.13663649961511193, 0.13574332149844262, 0.1365787976234759, 0.14412680186981214, 0.14146395242293908, 0.1408235545687433, 0.1328509525667991, 0.1418770270569118, 0.13279541985970594, 0.13249334111455638, 0.14649665940330872, 0.13342680722021324, 0.13366009885786856, 0.13779279116015725, 0.13769128818138668, 0.1316539524011082, 0.14155649118155544, 0.13353364026349623, 0.13733902964709016, 0.13711000718131, 0.1312687329830169, 0.13438972482245265, 0.14322775469094456, 0.13932664333560846, 0.1355914387252984]"
39,"[0.13896648901990852, 0.14422483562176944, 0.13608441239088748, 0.12830055746527952, 0.1395374276668764, 0.13177250250687556, 0.14588930053570281, 0.1361649195609509, 0.13352038351557793, 0.14125940448256555, 0.1455177651407181, 0.14424848706649165, 0.1415490781828163, 0.1374670850373801, 0.14085529503277383, 0.1350817631806765, 0.14145790409692635, 0.14253692812046212, 0.1415313622839181, 0.13210375196434132, 0.13686935431469766, 0.139242676532081, 0.1290771681901028, 0.13972155907392006, 0.14538267370195881, 0.14273339108177602, 0.13814306915833127, 0.14151605820019833, 0.13393343657132764, 0.13575458133396773, 0.14206289720654378, 0.14272794202062086, 0.13258726791062808, 0.13930081005572123, 0.13794282876706396, 0.13833558842478777, 0.1382513356652764, 0.1441878434163541, 0.13546028828583492, 0.14192065853370486, 0.13658518903162756, 0.1362972151571105, 0.13886646060278207, 0.13861789723237872, 0.1388186117677146, 0.14387314386531413, 0.13755266198014815, 0.1389373893424074, 0.13452866142943953, 0.14163984010288178, 0.14389080045990701, 0.1437043066470754, 0.14484739237639652, 0.13290984883844578, 0.1343351898706958, 0.13649420180457228, 0.13986900414896714, 0.1385453236331145, 0.14407678258093992, 0.13728396296372158, 0.13775809066637096, 0.1382895012945212, 0.14535329284021983, 0.13536630043445644, 0.13915208831501183, 0.13149088208707196, 0.1415207643921596, 0.13584808911213456, 0.13144233467793018, 0.1436963998707912, 0.14402221363605555, 0.14195235067585724, 0.13968022260030444, 0.1350900481073382, 0.1351039923088902, 0.13816779222297354, 0.13923357838301045, 0.13845492792248063, 0.14170789309090467, 0.1439214719180677, 0.13964611694627696, 0.14513735553111362, 0.1400809146041429, 0.13559047344802208, 0.1415731291328161, 0.1361080997214494, 0.13547098545229425, 0.13741106588912896, 0.13578177595801344, 0.13215659823641737, 0.13770485821166295, 0.1440439280317205, 0.13950582489178678, 0.1392714748086761, 0.14411792699001635, 0.13164968803238927, 0.14511145093912386, 0.14408571017240637, 0.13553015074889524, 0.13815579097352337]"
40,"[0.1488336461501655, 0.13715037477870407, 0.1504245207178505, 0.14307211523970942, 0.14043104672946136, 0.13754960406931738, 0.13961202818810137, 0.14577064378535542, 0.13927483717407893, 0.1420709634239739, 0.14204535588007142, 0.14207632964097813, 0.14331767182635938, 0.13237628918760425, 0.14075189916752076, 0.13166828196315536, 0.1355961280028905, 0.1432328854351911, 0.14273505956292973, 0.13657098877505394, 0.14284531706989176, 0.14299655350047494, 0.1397106059737874, 0.1437676563364497, 0.15117715472712528, 0.13971860653248933, 0.1454210973829837, 0.14491746030268574, 0.13604707137303307, 0.13734205948726005, 0.13720976073770214, 0.14117303844511592, 0.14553481428301318, 0.14740348312732324, 0.14148821340097448, 0.1402172527423767, 0.14378349269762247, 0.14038799914403427, 0.14251754293258762, 0.13730419692613327, 0.14572304233688546, 0.1443365575654669, 0.14073719274166258, 0.13494187716099745, 0.1474479378831176, 0.14035901950268606, 0.14399897970085135, 0.1385417578200638, 0.1440274333728451, 0.1432062548035186, 0.14055120800826282, 0.14543849385113544, 0.14085693747713962, 0.1350556101371222, 0.1380630928134219, 0.13720163137226432, 0.13406094000205046, 0.13432463747931794, 0.139920970869214, 0.146639493482566, 0.14363426122480158, 0.13161192736936764, 0.14190255245028177, 0.14265273303831905, 0.13853115741439223, 0.13346768558882144, 0.1473407592978391, 0.139014672366691, 0.13769357101640284, 0.1352247688777618, 0.14274385394891115, 0.14417939839559896, 0.14336134834212585, 0.14058148812179955, 0.13694013573618558, 0.13874801642173473, 0.1447742657062444, 0.15226279340364826, 0.14461523363803233, 0.14642106236062077, 0.14728835240894725, 0.14751283876135446, 0.14174800002209464, 0.1494227046186981, 0.13712240975789525, 0.14003591941874435, 0.13956380150253164, 0.13939366723441413, 0.14470097835115472, 0.13942290746063812, 0.1345387961497992, 0.14152381315114687, 0.1393043894785618, 0.13183074544396295, 0.137199327584029, 0.14104213501663826, 0.13363871316330292, 0.13716610099245757, 0.13891694788227693, 0.13778054686089403]"
41,"[0.14570877149099087, 0.1407995742644075, 0.13925513138121529, 0.14172962191522956, 0.14542908938559765, 0.14643065497673166, 0.13598264379317915, 0.1477652532159325, 0.14484800665089054, 0.14436634818342284, 0.13438731287779698, 0.1433418051404878, 0.14291250215195575, 0.13878072868085906, 0.1445176450486683, 0.14027233946327272, 0.14758250468642353, 0.15212146764578266, 0.1394905952743951, 0.1371628376081707, 0.14050299688980278, 0.14642212975339858, 0.15433166492332928, 0.13687990504490086, 0.14073511866764707, 0.13757381204485458, 0.13817966400898835, 0.13338550112580116, 0.13147967080151282, 0.14229007648069888, 0.14960155965646355, 0.1461531348045985, 0.14313708238805747, 0.1532282311600123, 0.1357403618490767, 0.14241572128887553, 0.14310056801752347, 0.13453539944142417, 0.12930315097198353, 0.13322529625964868, 0.15016750936319545, 0.1372738488458468, 0.1386433566224923, 0.13900651496002997, 0.13603604041883988, 0.14750917940238847, 0.14425444422471745, 0.14466564591171632, 0.14514962832793923, 0.14139221060215057, 0.1350553979087679, 0.15142316542020023, 0.12373485726015584, 0.1456552236922716, 0.14156120330058247, 0.14879872651387466, 0.14222656212658166, 0.14814359638676325, 0.13687339533273993, 0.13595268193934434, 0.13874968903404358, 0.1494135248910379, 0.14852621928153772, 0.1395060315654964, 0.14643856130424052, 0.13815554551713047, 0.1337846976312062, 0.14339443990924886, 0.1391915916328393, 0.14159883935453924, 0.12857127535506643, 0.13931534894218056, 0.14195558804375524, 0.1357975803843695, 0.13991558992153874, 0.13557140965242118, 0.14476954451267762, 0.14032228107688596, 0.14611417680590544, 0.136329844442409, 0.14346250003476155, 0.1458263345374616, 0.14860884306062666, 0.1483090730190942, 0.14306015614044015, 0.14231274209064507, 0.14461625843424455, 0.1408518971464484, 0.1428109445890553, 0.15387505702591286, 0.1460277140047684, 0.13779040535929746, 0.1476945621503348, 0.1312597558612154, 0.13487588880604268, 0.13820930570544476, 0.1430073091661642, 0.15037082781244065, 0.15010793834542588, 0.14003678977952272]"
42,"[0.14420086334474527, 0.15060004274534067, 0.14579613626001212, 0.15151576097518668, 0.14068679274870258, 0.14605829083554686, 0.14008166099125768, 0.14302751079529702, 0.1453510641660813, 0.14501376190854068, 0.13607511691867927, 0.1471256397822022, 0.14178270975532914, 0.13789431808230343, 0.15143685361694398, 0.1487719585229359, 0.15252443390071838, 0.1432689131392518, 0.1454365320965219, 0.14472540595370892, 0.1323826191920532, 0.15005718800942963, 0.1468491211181556, 0.14285261626607784, 0.1348423446417811, 0.13929803747609737, 0.14441988112808643, 0.14934728314200074, 0.14668375496926375, 0.14570722946408013, 0.14664905471014356, 0.151728755932557, 0.1431674722621774, 0.14422147409018518, 0.1479899908468197, 0.15037941629044235, 0.14823059856410384, 0.15320633356181418, 0.1379065103702677, 0.13367595135670438, 0.13724395116574867, 0.13971010840196824, 0.14065816650241755, 0.1412761270202463, 0.14907464791379965, 0.1424009804041317, 0.13778985728610743, 0.14956966174049474, 0.14706738207025505, 0.1517804081178014, 0.1373251684602938, 0.1421642974919392, 0.1446296384339952, 0.14457813612563483, 0.14201348582504203, 0.13592028726061153, 0.14524008440612232, 0.14358089749022404, 0.14353717164134927, 0.1490318215203218, 0.14970056062410947, 0.14623839908665612, 0.14088695183803146, 0.14667681426658694, 0.140691910825472, 0.14016543293769826, 0.15296932225767176, 0.14086644287282532, 0.14501553523406444, 0.14836159779055907, 0.13813088563884587, 0.13283008439358235, 0.13526767730860875, 0.14828232089525875, 0.14200878270034886, 0.14119825531935223, 0.13631040539439296, 0.14469979464364346, 0.14659940582428524, 0.13973592519695305, 0.14491860430447687, 0.14291434818594312, 0.14661676228223222, 0.1450169855964171, 0.1475882351377233, 0.14324348962475483, 0.14753193066337367, 0.14150598951620447, 0.14074150963565632, 0.14645826888269364, 0.1488243867929495, 0.15076590098191878, 0.14199151571035412, 0.1468428555627331, 0.1502900357275679, 0.1432350508172781, 0.14235294908038812, 0.15056113671995994, 0.14708185470852767, 0.1425867964948748]"
43,"[0.14481784783705626, 0.15174785991863013, 0.1503680450487698, 0.14273996516470985, 0.1503674941365027, 0.14401293394911993, 0.1494504628123532, 0.1461601707347808, 0.1599777183258135, 0.14542833605711805, 0.1515113439338541, 0.1357331028452659, 0.1343459253759183, 0.14660116164912976, 0.14219661707798034, 0.1446082731390288, 0.1457242385288054, 0.139260758594027, 0.13218421054844584, 0.14667476330323415, 0.14368698839464836, 0.15033755717517827, 0.15851212753426397, 0.1447196919688656, 0.14763555531739134, 0.1508936705904413, 0.1446740961597772, 0.1416614984003813, 0.15574487788055863, 0.15260508421711616, 0.15005402494508713, 0.14521888238836034, 0.1469865662047357, 0.14210129776753172, 0.14115841485126196, 0.14438041684704633, 0.1473756038043975, 0.14920624751778974, 0.15766218408863472, 0.15250309774672802, 0.15354583980830705, 0.14800657947630122, 0.14592341495553557, 0.15323166100069968, 0.15356762162814275, 0.14862757221745646, 0.1473321523588298, 0.14520401253121165, 0.1481460740367084, 0.15378676769617441, 0.1562420868868191, 0.13681293321125243, 0.143172283707582, 0.1536543698887472, 0.14262300485229107, 0.14199488032945493, 0.1482729478311131, 0.14906337666486444, 0.1508959681997288, 0.15842429167757874, 0.1407647732233621, 0.1459540452760948, 0.14839477137581822, 0.16094840913433336, 0.14759687777060132, 0.14673856453125877, 0.14007762496028942, 0.14595814857049813, 0.14477306469582707, 0.1446956295700396, 0.14857207125442817, 0.14149709422761847, 0.150874268160305, 0.14879720643910282, 0.14887936552818012, 0.1499998913680906, 0.1471221336220768, 0.14704260713240133, 0.15041965893236073, 0.1483384876906922, 0.14858331617809947, 0.1513495060530907, 0.14919573163480088, 0.1480872433664082, 0.14221110164344317, 0.1350170225170839, 0.1384983543110653, 0.15056649883922832, 0.14905531509202358, 0.152766070133172, 0.14229105509216147, 0.14227017503229594, 0.13866256516460373, 0.14141038744585224, 0.1525061416480158, 0.15174460319644384, 0.15465908830949432, 0.15002179347439817, 0.14848382546518454, 0.14379939051220714]"
44,"[0.15373485821077543, 0.1521247262719057, 0.1461902041637582, 0.1517145631346647, 0.14596921451880984, 0.15488637033666822, 0.1520329080900461, 0.15520831020385317, 0.15357759692931275, 0.15458783420069097, 0.14485900576948102, 0.15738157584709384, 0.1558413010829469, 0.14645365679021058, 0.1564404090456926, 0.1484720418114708, 0.14563813016268073, 0.14543033100299696, 0.15595526006519175, 0.15059985735058615, 0.15625847632935297, 0.15129182738673436, 0.1431397474079651, 0.15098917479431395, 0.1510492448954535, 0.1574511388720724, 0.14906508289887954, 0.15089545679552638, 0.15117788814330463, 0.1491229828792597, 0.15193580763038644, 0.1467094832597281, 0.14450399604863967, 0.14804027420929922, 0.15812138655715963, 0.1538607944830389, 0.14979672013985054, 0.15386860094388896, 0.15434371243320616, 0.15283024919424343, 0.14606896053436688, 0.15730828690817789, 0.1439829622470647, 0.14201915294276105, 0.14443937266725515, 0.15876080723351504, 0.1482324275384097, 0.14400226455205578, 0.1547170732038603, 0.14825853478988624, 0.14399270070141285, 0.1436848512275147, 0.1411527359074175, 0.14343537911808923, 0.14948207712139738, 0.14345095278422296, 0.13884919009370258, 0.1513119823238151, 0.1446827289036115, 0.14803830119793826, 0.1427543211381461, 0.14404525409261446, 0.1584016550140801, 0.15038825918908072, 0.1505536319795239, 0.15544058361470953, 0.1514606252340445, 0.14806825756907926, 0.15081215841512907, 0.15657819871388987, 0.14596879212198227, 0.1489689517647404, 0.14347253237343807, 0.13582306489599846, 0.15365555398047634, 0.14470650351340705, 0.1487369045155095, 0.1523066039723472, 0.15179137178837462, 0.14451643025204425, 0.1534472108054228, 0.1535863691010404, 0.14710115682969696, 0.14300385189823248, 0.1523050109245372, 0.1548074734444646, 0.14812694366098755, 0.15117839449048592, 0.15409682911488862, 0.15261253644990536, 0.1553447178671801, 0.14245506791999443, 0.15175708362508866, 0.1507037682319179, 0.14876016303198686, 0.1492336962965753, 0.1431284493573093, 0.15226657408997077, 0.15130547949955864, 0.14509488399168563]"
45,"[0.15304486322999264, 0.14857268842594937, 0.14821537118009054, 0.14951964590865943, 0.15188307856658875, 0.15442571903279625, 0.15416769393015345, 0.15881807531691022, 0.14712674937812711, 0.15033066639263643, 0.1510527079262876, 0.16409247198413518, 0.1581421071973421, 0.1565763099570871, 0.1562166671243569, 0.15598225613510422, 0.15374643380163447, 0.1451077059222989, 0.1533810089864667, 0.15323716159066292, 0.1597651739909062, 0.14181856156829584, 0.15319065642082266, 0.156086956513235, 0.16108804610600827, 0.16057969337962477, 0.14710953000654142, 0.15907395278958447, 0.1548539942903772, 0.15713863080705784, 0.15284594886820485, 0.1485597833351076, 0.1481452842641902, 0.14588557417471462, 0.15755464725374554, 0.15156361733380289, 0.16009704679226872, 0.14909591075096465, 0.1536622227112369, 0.15552482964340944, 0.15447306004239608, 0.15386056375574214, 0.15457192191555089, 0.15112784465907053, 0.1457463157881463, 0.14700098275758, 0.14466325841324018, 0.15848205272587368, 0.15434454164492326, 0.15128125737069226, 0.15896920377523274, 0.1580357538451745, 0.14895330981718694, 0.15661293748153074, 0.14984829622022966, 0.15123116096754102, 0.1618082780475742, 0.1534375352785678, 0.14382199074261556, 0.15239153507889303, 0.15724321850056933, 0.15392681506564546, 0.14770868744867793, 0.16580598182706136, 0.158140832513952, 0.15695212259976357, 0.1513069052795543, 0.15995782220239455, 0.15193487309410306, 0.14434807970443062, 0.15475151873824092, 0.15162143224170435, 0.1573200117468675, 0.1490637327114862, 0.15547340016456143, 0.15582796185390083, 0.1514726268442386, 0.1534178031825252, 0.14311102435803771, 0.15355905152448604, 0.148185880626874, 0.15403288514750887, 0.1527255754278954, 0.1535053950510581, 0.1577219929167508, 0.16354255941625745, 0.1516691073476729, 0.15505554283219905, 0.14966629497481804, 0.15715738853960026, 0.15465860300883405, 0.15692579763979295, 0.1587955195730866, 0.15168526151800318, 0.15508534420884848, 0.1508951239151933, 0.1525275011566989, 0.157270589676154, 0.14925033994601425, 0.15209014208044902]"
46,"[0.15207399913468886, 0.15773623630106817, 0.16147695925928782, 0.1557059018602288, 0.16448630804893624, 0.1607178529867054, 0.15703053077310772, 0.15962104033184765, 0.15540721910371358, 0.1638050993401109, 0.15768427760727163, 0.1584095651722097, 0.1652246448427968, 0.15337109114350328, 0.14510884453317177, 0.15603511864376304, 0.14821763921878303, 0.15039050175194066, 0.15631424730060575, 0.14774052378326646, 0.1548915285259419, 0.154084963873884, 0.16021943581195405, 0.15736682360722334, 0.15729384259931614, 0.15187380130762562, 0.15238086580751664, 0.14983599855153568, 0.17057667871781548, 0.15803833917590468, 0.14350145856170912, 0.1595616374490255, 0.15840042614054273, 0.15932812751081857, 0.15607639221538508, 0.1580155730748304, 0.1563509564995414, 0.1479471032495289, 0.14873972417729428, 0.16337877562050898, 0.1586613769787282, 0.1509509537631629, 0.16549521020624924, 0.1452141823900577, 0.1526508454033097, 0.14907151187563566, 0.15197136509945217, 0.14880852726612767, 0.15739547175753668, 0.1562312049408957, 0.14940584013855232, 0.16568962490197547, 0.16268855020189563, 0.1509076054087975, 0.16866094466672663, 0.15732679617875453, 0.15914827469901516, 0.16803380315496025, 0.15889141602426662, 0.15681931351768766, 0.1544819030238907, 0.15710184888218276, 0.16446949954536952, 0.1607074179741328, 0.15075503415085456, 0.15407291420244448, 0.15735114751795518, 0.16470083731110646, 0.16307145899595687, 0.14475550258185513, 0.15410303423448649, 0.15581668229496398, 0.15670023531363308, 0.14618208334456262, 0.15901536420197093, 0.1635435595759678, 0.1612984914368223, 0.15275741977205637, 0.15934630449997053, 0.14932887410703227, 0.15526292328903113, 0.15089023969955256, 0.15617922796032374, 0.15093893813407627, 0.15626003096822544, 0.15384599039168365, 0.14684738431085737, 0.1543106677914136, 0.15840234568024508, 0.15380973780687943, 0.15495368740162, 0.15656527058028671, 0.15227733021747294, 0.15768983689621713, 0.14845370954895423, 0.1539056678617478, 0.14956624850572078, 0.14763429616965035, 0.1552110516426794, 0.15576417727467165]"
47,"[0.16248761876543172, 0.15785274141075684, 0.1610526646181065, 0.15471290980683292, 0.15729949479897548, 0.164321143564907, 0.1680673946916465, 0.1562301179735081, 0.16252126481346718, 0.16346233881781608, 0.1549924884446914, 0.16749683123766412, 0.15040495423723257, 0.15954260608569018, 0.16950895954294468, 0.1652709278630529, 0.15196703691207641, 0.15003217194912033, 0.16726731160264346, 0.15950769924757233, 0.16911334450465507, 0.1593984722663318, 0.1594308327523513, 0.14918823632676304, 0.16768793566220394, 0.15876096592591601, 0.16500401751278, 0.17250432631458004, 0.1580605403814006, 0.16962091003184013, 0.17592848339578648, 0.1605191183405564, 0.15771863433814032, 0.15947921506571205, 0.1557564064052626, 0.1569302204267363, 0.17368659675942663, 0.15180044072287074, 0.15997213090703688, 0.16701199501692493, 0.16226347781212128, 0.16277076782199765, 0.1583091758288856, 0.1596877104442694, 0.15991003941499388, 0.1608287310841568, 0.15391020115789528, 0.1701470531023611, 0.1565358599949066, 0.15932389816316025, 0.16700671025392755, 0.15942787963982066, 0.15752095882148662, 0.15834352857200973, 0.16386113556175047, 0.16056349870080677, 0.16049829861966183, 0.15767949112874988, 0.16679674289822816, 0.15782516066567603, 0.1612294591413244, 0.16046477248245383, 0.1697180262384699, 0.1580535135721249, 0.16346021334096192, 0.16167021960583736, 0.1664229611518214, 0.1610939401248092, 0.16744578996466586, 0.16121070966625536, 0.1611205295318289, 0.1608141069050921, 0.16722259474744014, 0.15561595602215889, 0.16370063320867287, 0.16006176042102058, 0.16056387745973685, 0.1512332514292366, 0.15829812058243414, 0.17002066879476085, 0.16421768850001045, 0.16021551593189734, 0.15457469618725997, 0.1559788453720273, 0.15690582145771678, 0.15734316848758378, 0.15572761085513756, 0.1698994113766766, 0.1660590098277803, 0.15920516123504905, 0.16140863842900494, 0.15364589437608278, 0.15191082994069202, 0.1582062344935238, 0.16327646952426766, 0.16150206833963013, 0.15927549338730948, 0.16308884567230028, 0.15814081695600368, 0.16990286763923312]"
48,"[0.1571618041302983, 0.16277743287512297, 0.1625252454301012, 0.17032373685455507, 0.16474333280291362, 0.1646202211775048, 0.1644971561472242, 0.1712783110376686, 0.174483136381752, 0.16629843274495806, 0.16501441631793654, 0.16506005408760852, 0.1594610434224237, 0.16667904368927527, 0.1720672069689592, 0.16808163862843362, 0.17008802009864973, 0.16075482728115117, 0.17439412791036066, 0.17858351577927792, 0.1709497819762043, 0.17115905331400472, 0.16458710713907124, 0.16979131239178225, 0.16730748316039437, 0.1772018488527615, 0.16534012341730037, 0.16666791977571022, 0.16863126216501145, 0.17127275137028805, 0.1772638130776584, 0.17009992188398843, 0.1621855169397761, 0.15131594414607827, 0.16765719959132933, 0.1653438702072037, 0.16458427522114585, 0.16847974997899332, 0.17088469570304418, 0.16522502577145173, 0.15429124060319074, 0.1550863833789823, 0.16750561065233324, 0.16478787383781623, 0.1716636646101, 0.16632753839540157, 0.1713305983647126, 0.16619115757094852, 0.16804283071303738, 0.1603990495820943, 0.17030235242621092, 0.16216028705185556, 0.15964509145840952, 0.158409774408552, 0.14564578799605707, 0.1696138684584881, 0.16767451195238983, 0.1529348792266544, 0.17142252054553045, 0.16866325820509154, 0.1723836614853235, 0.17137523585447698, 0.16867644180723937, 0.1662382698005795, 0.16498318766560072, 0.16496292998814346, 0.16956111610658198, 0.16416662643591534, 0.17102164080367552, 0.17418597802482597, 0.17219530480044817, 0.17197659738073323, 0.15804363859033352, 0.16654593128580014, 0.160130873947886, 0.162575693353249, 0.17271854913992174, 0.1625919307862957, 0.1641454082666754, 0.17300369673884466, 0.15732328476519145, 0.17267131716574718, 0.15822928058233884, 0.1617950048749647, 0.16910957754801795, 0.1630008057344216, 0.1686878082275018, 0.1547368598220167, 0.1541272544680354, 0.16334153823339456, 0.1625225625528733, 0.16921890291948002, 0.17884169737012545, 0.17189123080594304, 0.15288415890842916, 0.16240901094530552, 0.16677821714987945, 0.16664228443024104, 0.1676634742109299, 0.17470837917006518]"
49,"[0.17654611222952715, 0.16927354290672122, 0.16903237941254218, 0.188955688649851, 0.17342770003115585, 0.17315083537530782, 0.17370473203159076, 0.1862126201353263, 0.17753696172353922, 0.16744490444491916, 0.15559301085330227, 0.17950581329762147, 0.1604705015312634, 0.18233473520040433, 0.16966706169373696, 0.16961121380542532, 0.17542508954545485, 0.17358782541646983, 0.16920454078049532, 0.16759261568080186, 0.17002378279477795, 0.17135201250153614, 0.18514519544427782, 0.1785132527740177, 0.16793310719029497, 0.1624387079269112, 0.1774040309656305, 0.17063978197035923, 0.17136424138014478, 0.17473699872762388, 0.15318133468070633, 0.16512870425200576, 0.16847769594048223, 0.1563286829916749, 0.16559571437404827, 0.1815512650076411, 0.17754850255806146, 0.16701681066669202, 0.17492381417184638, 0.17231328350545502, 0.1750978625662, 0.17050274412602906, 0.1759891697024101, 0.1675951421600811, 0.17158053911548443, 0.17671439338404743, 0.17742295584219853, 0.16986445692529167, 0.1737870591701213, 0.16589437877789623, 0.17906603493407336, 0.1739527287118146, 0.17540885132638034, 0.1696592342859727, 0.18555020075650286, 0.16952393596487875, 0.17449824331849828, 0.1692182992330422, 0.17977892160186562, 0.18225073241687112, 0.17919857896764263, 0.16116919595084198, 0.182563574051813, 0.17309464289561244, 0.16997943193337786, 0.16969660031462372, 0.1724229226520373, 0.1731749221078123, 0.17285888201530888, 0.17636939909045485, 0.1777430613695185, 0.1745988388472633, 0.17176949831029203, 0.1684551461827233, 0.17011780382716865, 0.17014157908775687, 0.16121654023467874, 0.17777440644747597, 0.16635383728099112, 0.17135448513865795, 0.18040018128190122, 0.17204767688823072, 0.17997668550255613, 0.1701875503484161, 0.17550613731653442, 0.17098629735926515, 0.17286475567886161, 0.16044117092688173, 0.16163184057526886, 0.1781688644985327, 0.16998597209190544, 0.17061549201278875, 0.17713178914979788, 0.16953404886985923, 0.16464999784697948, 0.17652920266406968, 0.1755759057629364, 0.16291943336586218, 0.17914119106941498, 0.17618975974870713]"
