degree,values
37,"[0.1801252478607101, 0.15941851886831213, 0.1605593872884177, 0.18053704211472238, 0.16899401357490823, 0.16992275523375538, 0.1681574465614995, 0.1849284529301911, 0.17836529463822542, 0.19442235231966687, 0.1733290890270335, 0.15940237601420618, 0.1709416933918988, 0.17865526452030545, 0.18993923078808145, 0.165368327780969, 0.1911746432968444, 0.15327376119345826, 0.18304275257220756, 0.1640319201000303, 0.16375154544203022, 0.16106386595111696, 0.17646573881937996, 0.1908258802627071, 0.16728938206929372, 0.17590250776230937, 0.1677507803092112, 0.19183768448995603, 0.15984270574008053, 0.16559433663142578, 0.16873702309999186, 0.16126110798928417, 0.17979221055487943, 0.18993596505404156, 0.16773272166169137, 0.18930847669304804, 0.17766782041436815, 0.1815398362070042, 0.16592474849411734, 0.1795475519336158, 0.1484630633723077, 0.18063014382362455, 0.17652195903905338, 0.18785815015283644, 0.18561639377201783, 0.20135716335704357, 0.16723703162864556, 0.16247042926786812, 0.1713144583595408, 0.1740906282801288, 0.19556261520665516, 0.18852392361978282, 0.18098613902357064, 0.19285414133882164, 0.1747115412321542, 0.20810966848413173, 0.16656362162159236, 0.18638320509377418, 0.18801591956617347, 0.17899297280500193, 0.17142477165605088, 0.16177030076086066, 0.18614749466285646, 0.1636519487214449, 0.1896745202411432, 0.17177219070577932, 0.15979022106407736, 0.17837250309917047, 0.18830799496556738, 0.1639690533860567, 0.19387393163854538, 0.15964464582460228, 0.17831868244302285, 0.16623549545084623, 0.16880354763318361, 0.18366818077206734, 0.18208954128328084, 0.16004400091877535, 0.18482527009661798, 0.18592563631604006, 0.1719479923343089, 0.16507663029217007, 0.15822814905977645, 0.1795747144187061, 0.184047294822988, 0.18743016473930757, 0.16125937038956895, 0.1869334135055651, 0.1792589450180144, 0.18758715552041044, 0.19754301477652808, 0.18298276081481707, 0.15647471780756408, 0.1587779147104233, 0.1585555955123173, 0.1783876599217111, 0.19464489126980972, 0.16622900038198143, 0.16956240478366366, 0.1896426003684436]"
38,"[0.17240176961994355, 0.1774804037172322, 0.16371514838105916, 0.17776078945756127, 0.1665710569785053, 0.17643103922717995, 0.16437707778376434, 0.1770041662455687, 0.1566064392359013, 0.16753826572091984, 0.17253733577824185, 0.17506743452404397, 0.17688802925238714, 0.1811779725501067, 0.18517549177069892, 0.15641432371945355, 0.17581729758983033, 0.16707725321045896, 0.1849272480210484, 0.17182455940937771, 0.17897046269678715, 0.16398710133237926, 0.16153203158168175, 0.1701012753816365, 0.1853139640613552, 0.1876967610387021, 0.18089563627178623, 0.1737416755500843, 0.18423474809910664, 0.1951450990815606, 0.186271914202483, 0.18605392293397013, 0.1694258582310018, 0.18747244347941383, 0.19083704594330533, 0.17134241249210547, 0.18991920977780366, 0.1587664517429578, 0.1832465223544749, 0.1518364904540042, 0.15548729340351417, 0.1662918969379011, 0.19650953034557447, 0.1672067121130833, 0.18141378222309923, 0.1959156428352352, 0.15973919868034817, 0.1867370038564987, 0.15012979389778094, 0.17159988071279836, 0.17756062373818618, 0.1948672277389797, 0.15593189821694178, 0.18549881914797398, 0.1692550371769692, 0.19045043254622743, 0.19224571501603097, 0.1689946022756847, 0.1766586791253446, 0.18715097972355907, 0.16629133073737842, 0.18649518351283417, 0.17594052690839335, 0.17880830259732666, 0.174886335050657, 0.19488481781544675, 0.1696701893683767, 0.16274367679630322, 0.16184495470906454, 0.18594367177249388, 0.16966011279977586, 0.1649891937720362, 0.17738978269963582, 0.16842250236974565, 0.19845117358579928, 0.18225569101468098, 0.19094449789527115, 0.2038660225233497, 0.17647634723455574, 0.19620883202057943, 0.17966745885894275, 0.17402388598201923, 0.1778770171578019, 0.1714642039737395, 0.16826252766448502, 0.1764606717384695, 0.16647887381591836, 0.17872771215970437, 0.16557441936381292, 0.17468346790420067, 0.19324380817770234, 0.18244186258765174, 0.18555328032930613, 0.20132083844411428, 0.16421797304947794, 0.18318454431352102, 0.17226819072429458, 0.1727711354122815, 0.17184488943537266, 0.18408916692406832]"
39,"[0.17309465240320318, 0.1736516125426275, 0.1815057812681493, 0.1778599528687876, 0.16639648096099927, 0.18025478444580031, 0.17849264558274386, 0.17291667968926963, 0.16743525103671864, 0.1513762256714789, 0.18439576095617366, 0.20319816340022623, 0.1673380273481704, 0.1743477292080495, 0.17484553911837983, 0.17083571290372448, 0.1653001971118204, 0.17415303082208022, 0.18136598541280372, 0.18450240255635827, 0.17494819393447156, 0.1668615527176254, 0.16645153082436914, 0.17249003759677806, 0.17598215831580089, 0.18412986489083852, 0.18678941196807244, 0.17540358959808303, 0.15822351158110468, 0.17574656633866736, 0.17228919008061555, 0.1532360906553156, 0.1859493945115256, 0.17099705973483453, 0.15918560307486437, 0.1735598919378862, 0.18663777203701679, 0.17487221395525038, 0.15817943642051074, 0.17023809141110513, 0.15184629863618257, 0.149057657841092, 0.1663494818501044, 0.16054998057789457, 0.17558942052049245, 0.1690547500876187, 0.1778929998925448, 0.17378255358399164, 0.17871954652404345, 0.18166058951915412, 0.15813100883385292, 0.20183275108733822, 0.17578971880079605, 0.16472618177009465, 0.17112678949953838, 0.16496240368925677, 0.16907797015765982, 0.15891829526344095, 0.16459880922838954, 0.1576646966636294, 0.17993666137449066, 0.17181767015117735, 0.193927443383795, 0.1852584358422859, 0.163866764933285, 0.18705391508064814, 0.1780771245390474, 0.1686947404278801, 0.19246472341976117, 0.1816426405130874, 0.1868279333287837, 0.16369553996017452, 0.16213762356144323, 0.16514525851397885, 0.19885867151982634, 0.15790057029132082, 0.16697393997645163, 0.18371652214885315, 0.1931905174975327, 0.16990213629399722, 0.16808502957187904, 0.18335027403445978, 0.16914747612393483, 0.16570603867738495, 0.15808841098673476, 0.1734432580559692, 0.17848747384840094, 0.17469542860313023, 0.17833400260222865, 0.17482600835815393, 0.1730321939355303, 0.1837014826813291, 0.1725781284067428, 0.18305533011181271, 0.17439049470563797, 0.15501659661461187, 0.16822750150705373, 0.17423237861685345, 0.17083698175303416, 0.17632529829693455]"
40,"[0.17640650078768094, 0.18546248725206693, 0.18461260535514032, 0.16883030949301553, 0.16370633790232775, 0.1706705543221024, 0.15067372389504455, 0.17276540491233894, 0.16215249714185076, 0.18517923411902093, 0.1706970157121245, 0.17148861380893282, 0.19768917768741812, 0.1876584577357627, 0.19162344844193624, 0.16693546453851066, 0.16726457325016655, 0.1859695927758793, 0.18100816133688383, 0.17185051938499077, 0.18383461343276075, 0.1832931349676974, 0.154382473077761, 0.1788927887724359, 0.1697715526803657, 0.16125390636987577, 0.1677980772885041, 0.17527769777675717, 0.1900015060013903, 0.16373967339984735, 0.16215732108828468, 0.17365911665901226, 0.15316746425207686, 0.18841842178232973, 0.1713179752243889, 0.17249722402363085, 0.18412268024717132, 0.1839686550561813, 0.19820167000625397, 0.1546608807493146, 0.17763181532425093, 0.16158471486923953, 0.15727499933954264, 0.1923767474749487, 0.2033699334361536, 0.18945605549482325, 0.1581778951162691, 0.17528153104115113, 0.18355360806753548, 0.18690973240571668, 0.16709132321992803, 0.16244764079388058, 0.14645812795787688, 0.18156744466236396, 0.1758578043724293, 0.18742001296114255, 0.17374414395526652, 0.177028533089653, 0.1701348709287232, 0.16743282158087147, 0.19135806833240826, 0.15411762935104067, 0.17676909178410202, 0.16246811711634884, 0.16377488264610196, 0.16891291861416874, 0.17039481645226587, 0.17171605788217315, 0.16980604051528367, 0.16534435177235987, 0.16728761094239522, 0.16551199694800528, 0.17142393157232014, 0.16149373300601313, 0.1724458194552742, 0.18266151871058192, 0.1821871763739424, 0.17681032904949326, 0.175354691933151, 0.1749150459326575, 0.198603606585284, 0.1682173754772291, 0.1761089620308733, 0.170711695796006, 0.18398379027159628, 0.1715846259549044, 0.17858870886409198, 0.17836851717453103, 0.18321077083165868, 0.17090757270561457, 0.1808624152551017, 0.1731641403040141, 0.15429448237351184, 0.17789645802039775, 0.19687097242399285, 0.174650053485081, 0.18988832658058338, 0.16665457286767424, 0.1764664570471291, 0.19175781016651053]"
41,"[0.17452938338711244, 0.1703382356617142, 0.17307786699138605, 0.1900154231882126, 0.1854533571279571, 0.16467773942511268, 0.15197021190585416, 0.1653618262926424, 0.17940055636158397, 0.1755078786385733, 0.18449657774889613, 0.1712101634957318, 0.19628644082185354, 0.1830798040249159, 0.17282867867090693, 0.1730534123213783, 0.17610161239649363, 0.2033608431685096, 0.19708096709722953, 0.16231115655434145, 0.17882032497352324, 0.15005782176452662, 0.18193904989009801, 0.18056543160136954, 0.15617412311607418, 0.2069362882551176, 0.16449781715587525, 0.16904681535110572, 0.17253408614012716, 0.18262210722541078, 0.17977187328540084, 0.18079314272780558, 0.16126711562568447, 0.18840545295761083, 0.16201899160733366, 0.17163767059400828, 0.17142518578963006, 0.1636239921969818, 0.1791496020584277, 0.18915636383318285, 0.14981053348336257, 0.17850292228704293, 0.15567799886613068, 0.16352877034638072, 0.17484883081142163, 0.1661884052906343, 0.18324670799156045, 0.13833193204329325, 0.1936195464816615, 0.16599509680384633, 0.1923933188256527, 0.17810915702885435, 0.1668441187988935, 0.17677853457946485, 0.1645038860279693, 0.17210210307706525, 0.18427790413837716, 0.16878410802265506, 0.19588884852524874, 0.17294968474605188, 0.1749902720170724, 0.18046948560889672, 0.1593288520659843, 0.16313237217942297, 0.1728103962088944, 0.19005290626451238, 0.15826899721986365, 0.1875342958246149, 0.17373700630416644, 0.15001232444355114, 0.1736042923502659, 0.16645466493510944, 0.17144436527566417, 0.1784556222826809, 0.15456720087049658, 0.18077442139936967, 0.1711947928408125, 0.140652953987367, 0.15346124305505446, 0.16972512641534632, 0.18225578322528363, 0.16243686714692238, 0.1766395616090203, 0.16858507720469404, 0.1705305783926494, 0.19775941723051413, 0.15855547376749055, 0.1789076118118681, 0.17312861253808579, 0.17845406849963197, 0.1790721291671199, 0.16865724641474564, 0.16779075350623301, 0.1854331757654153, 0.1784191145385919, 0.17237773497792286, 0.166875991533848, 0.17380841749152703, 0.162583003038538, 0.16949189622357688]"
42,"[0.17149069813287238, 0.16712859509849928, 0.16335201369870656, 0.1822498701944083, 0.16342043156165176, 0.16558650670233402, 0.1731539331194228, 0.17212668802620468, 0.17940675032611825, 0.16153773516082873, 0.14583191163572357, 0.17258816677498096, 0.16978546762269192, 0.17097340049205775, 0.16207026611706704, 0.16977714359875803, 0.16022863124404124, 0.17092706411362957, 0.18281318564655227, 0.17984234417675013, 0.16095849420068734, 0.17056950972078003, 0.1856626955198917, 0.160547618248714, 0.18706766660354096, 0.1835194063651784, 0.15088843678270678, 0.1681985906771886, 0.1894828046742677, 0.15679811320264278, 0.17498153120693083, 0.18330431945479964, 0.17772177729545027, 0.17614914490427414, 0.18495498802061322, 0.19542494591915419, 0.15016605669362257, 0.16312223971132594, 0.17499992893680666, 0.17543832409878998, 0.1850013352794302, 0.16776278712204423, 0.18365679153639863, 0.17531131309869855, 0.17564399874852804, 0.1787967432438693, 0.15237702410923923, 0.17786618771171384, 0.17301537269365488, 0.16443151494025626, 0.17828598766874593, 0.17080955740699827, 0.1491303586254556, 0.1740516844955859, 0.17459515642145826, 0.18386348221155877, 0.1696190601580271, 0.15648193830926566, 0.17031911747716855, 0.17821253798563358, 0.1663866276983652, 0.19121633224021284, 0.17542888837399656, 0.1599637437628213, 0.17886824225087458, 0.1872049937977915, 0.18018427477150092, 0.1791227288588775, 0.17409908614551947, 0.16743262841378898, 0.1654341123819263, 0.18129818480091892, 0.1845942441804133, 0.16721507870160648, 0.17486783822613036, 0.16558870643795365, 0.1810833202098462, 0.163735393575872, 0.17257163467040745, 0.16252328744729108, 0.18188252178871106, 0.15384771209183695, 0.1803741224402745, 0.1826279796780945, 0.17429351428249742, 0.18385291274101695, 0.1869959065813523, 0.1640458654084289, 0.19087829165818104, 0.19572538282726507, 0.15794320319959196, 0.17603345163122558, 0.17217795574789022, 0.17731568386199312, 0.15616605046288867, 0.19123077747225972, 0.17188736359108187, 0.1652758121316493, 0.1920965294132714, 0.1838557101630351]"
43,"[0.17709053707795713, 0.18602576159645115, 0.18502468822840656, 0.16590334567632173, 0.15641957647372334, 0.16671455550091432, 0.1845416982184195, 0.1517757749616034, 0.1671680176481422, 0.1464445902345429, 0.1780550731833593, 0.1730939239943987, 0.1610750843494646, 0.18144470173650787, 0.1814096480084295, 0.17895555928386625, 0.1594896109109018, 0.16444109905328766, 0.17415757071618743, 0.15990000230268922, 0.17751919395969593, 0.14960667123418306, 0.1726900023566434, 0.1809647453232942, 0.17671645258891877, 0.17553974362739305, 0.1465312804520918, 0.1796113421224321, 0.18143726787879197, 0.16715354379255046, 0.18459568333425855, 0.16253983275223352, 0.16917316781204061, 0.16164801412103144, 0.16468780273055908, 0.18920100618180322, 0.15043021075966004, 0.1832623607339562, 0.15580033348365835, 0.17363089043338517, 0.16578827019900502, 0.1671103177861932, 0.15325680036207157, 0.17357180665242167, 0.17542679838582728, 0.18517423837621463, 0.19331308792800156, 0.16127361945541385, 0.19732139770210672, 0.17158822245454283, 0.1624935203342555, 0.17143867093121148, 0.16525234310711467, 0.1620947876285413, 0.16651978395476572, 0.1921786034720729, 0.1825791118767627, 0.1765163781958069, 0.17404603752822462, 0.16620920203586972, 0.1451088865803933, 0.17116363271983573, 0.15558874990925, 0.1601706505166121, 0.19195047922103886, 0.1847450322660554, 0.16390262471645003, 0.18018164758198318, 0.17164589013776377, 0.16680672202749314, 0.16267313128948735, 0.15325444383231335, 0.16028616531180592, 0.16394558595242623, 0.16948251038539017, 0.17825839137710922, 0.17428036187489176, 0.1715486012797248, 0.1628384651334519, 0.1862257839770433, 0.14687247966528139, 0.18633865321217044, 0.18238154455263386, 0.15263102598744238, 0.16188295774705738, 0.2000848932357304, 0.18031921251127037, 0.16539535565610006, 0.17795883578361882, 0.19235958007810708, 0.17829807309781798, 0.16698074721091324, 0.16499781736440627, 0.16509393671949943, 0.157910198785241, 0.15340734078116494, 0.18444605299442002, 0.18235370099638354, 0.16339589472308713, 0.17026347422604643]"
44,"[0.170426654266481, 0.1880865115336815, 0.16730762369867705, 0.16869120963963813, 0.1777718312604819, 0.15836289512828322, 0.16704806653383292, 0.15436956907672775, 0.1908520840022385, 0.18022395263133154, 0.1599323817087626, 0.15142195897646096, 0.17889372702877493, 0.1756076061379608, 0.17128755156758585, 0.1599441489496987, 0.14865686533033326, 0.15979556101790207, 0.17509372391675426, 0.18000337087130203, 0.16983735676454292, 0.15458602029968987, 0.17666677354274415, 0.1696439609546465, 0.1810023562814176, 0.15537087022295423, 0.15557960186771902, 0.18006523425557538, 0.16607139151802092, 0.18525442970551306, 0.1919482140341327, 0.18002119963888488, 0.1589056057793235, 0.17669122058035241, 0.16878578760526622, 0.14399473051634937, 0.16516589163232298, 0.17289308136476184, 0.15836356984413283, 0.17680551505911205, 0.16734793081614266, 0.1920524227080179, 0.1696779870785828, 0.17470705410540927, 0.16237038468123835, 0.18183409138900916, 0.1770334928941704, 0.17818720596250093, 0.1977280563162101, 0.17420489805891523, 0.17391863699034427, 0.1847285581472712, 0.15999166722300673, 0.1789249854006201, 0.17777154925105376, 0.1667846912954008, 0.16816408379433626, 0.16857965464001065, 0.17064680541785437, 0.17785967035723335, 0.17519798702422704, 0.15915418107073626, 0.1744245162279596, 0.1627719591691223, 0.1739092437333947, 0.18182921706660599, 0.1927894718781071, 0.17184585893368096, 0.17095737765241728, 0.17538337706435073, 0.1795229384132442, 0.16061909304206162, 0.18032486964241748, 0.16955926262758522, 0.17418916776261356, 0.17896171277997636, 0.14929129325532278, 0.1746410604951922, 0.16995377821875782, 0.15791770625085944, 0.16495224454192858, 0.17747706117757817, 0.18097435189725694, 0.160404481081234, 0.16179640076203486, 0.1616339414410423, 0.1507413907665555, 0.17202632989282712, 0.1581580962377922, 0.17541252886234066, 0.19017460162224087, 0.17292705263897956, 0.16177326639877382, 0.170413738773944, 0.17643261406563462, 0.18397152285488969, 0.17992587948101538, 0.1859288909254168, 0.17162183639598322, 0.17748925369187857]"
45,"[0.15376498336163866, 0.18623090566777034, 0.17099722351027902, 0.14580597509015883, 0.15477426635549213, 0.16000963008681324, 0.14944009158677438, 0.16977463251015112, 0.15980138071684918, 0.1460101906415068, 0.17206353362317164, 0.17809037967810074, 0.1657756949407955, 0.1772022133065656, 0.1815812668222085, 0.16791811438458848, 0.17436063253969092, 0.1657069720019938, 0.16967454816795624, 0.15384052888264735, 0.15345424097657467, 0.18824821438009443, 0.16311488416253472, 0.17598214708885984, 0.1801332364245016, 0.1699387971579753, 0.14069213615805806, 0.16994667774183747, 0.16836253146156455, 0.16363845138529218, 0.15337553253230393, 0.17379612160697527, 0.18147223220679407, 0.16857228126736545, 0.17616648119765627, 0.17751984923337866, 0.17566583554787535, 0.157491035031678, 0.18118308554568485, 0.15692829585217236, 0.1676542556832192, 0.1626926099355514, 0.17680500693457504, 0.15739409135631358, 0.15723618521806096, 0.16236183543188265, 0.1824435570180987, 0.1746913047226771, 0.16269668327441839, 0.16699302487880438, 0.17792442893447571, 0.14556246610079743, 0.17940423856018523, 0.18359926844722022, 0.16446339355823195, 0.1568370771386577, 0.17657085329537683, 0.16726559318312148, 0.170450497742177, 0.1703857856806531, 0.14980836989294946, 0.16031487853395648, 0.17914783413848057, 0.17166611722482203, 0.1658353361682031, 0.1628220161396457, 0.1757333062931203, 0.1691735019762457, 0.15654802640788434, 0.18101950128368913, 0.17413125120216383, 0.15759111206146312, 0.1670562163099069, 0.16486829782786772, 0.16737469329364763, 0.16106738613948793, 0.16250989366286123, 0.1500391132276437, 0.1451940116124015, 0.1796216457191616, 0.17680096870025394, 0.16792998282487084, 0.165117399974495, 0.19093881607423568, 0.16163445612636804, 0.15182171647021006, 0.18211675817713588, 0.18596249040459062, 0.16706078930204607, 0.18049598344061038, 0.16870271490480962, 0.1956232840646671, 0.15868244970660092, 0.15477654016098408, 0.1621491731355659, 0.1637204997574754, 0.17877084074028107, 0.1893551099390697, 0.16064499537160687, 0.1468089034323306]"
46,"[0.15669396105329178, 0.15133952335018852, 0.16067914254697277, 0.1868189874496586, 0.17702355149007323, 0.1656182796052349, 0.17410628175487197, 0.1627773725585654, 0.17627269845059532, 0.15843468269859098, 0.17159878697493003, 0.16879185724625018, 0.16908640193797078, 0.16319327955966972, 0.16797407955754362, 0.16980493529376814, 0.15453838707435383, 0.16587110731333873, 0.16814128487516933, 0.17223297953325634, 0.16484473970375887, 0.15875953699159462, 0.17863521219459694, 0.18473611482958133, 0.18075197405118296, 0.1767870462022093, 0.15437029046218598, 0.15105748104881783, 0.15440236811722644, 0.15396345348871016, 0.185465842070052, 0.17118983646563005, 0.175183145345116, 0.16106552875520475, 0.17415123582533723, 0.18197074653576506, 0.1638661503754835, 0.18667969734181863, 0.18054042033866055, 0.17762997960786495, 0.15683843900100677, 0.17781958230834854, 0.1686963512042527, 0.18092714898570192, 0.17401401506123793, 0.16007735757762792, 0.16004406618608455, 0.18431790732024866, 0.18062389867439332, 0.18832184735424404, 0.1688041149127912, 0.17579423294828672, 0.14901101340625564, 0.1678059925827763, 0.1498895467409297, 0.16477583828402714, 0.16938073178756244, 0.15696368632549493, 0.18402971025872336, 0.16616686233092512, 0.16403444452137003, 0.16711241390625522, 0.14979027347786408, 0.1546326766632242, 0.15774183134248165, 0.1820916867891976, 0.13669606759350716, 0.17142409131600508, 0.17020408863106878, 0.15302857099656286, 0.16509212982485297, 0.17331487640404575, 0.18020840603224192, 0.1799699469568854, 0.18011209634740152, 0.17000800309561007, 0.15500022779855332, 0.1875413002677875, 0.16196650078298777, 0.16596251994472505, 0.1705508410559937, 0.17795220031963027, 0.15457010850879183, 0.16863181638320326, 0.17461345255791547, 0.14800861707856267, 0.1767109463507456, 0.16176165326023745, 0.1822642570113148, 0.16657210332174097, 0.17563878665876162, 0.17474230002084404, 0.17791193670398817, 0.18404002393843114, 0.18054132240814133, 0.16907383265014791, 0.168536450877646, 0.1769991721224935, 0.17568808918926662, 0.17033054934218345]"
47,"[0.1797229730108567, 0.1876529775537328, 0.17218705914134205, 0.14711222643557595, 0.18547713718973394, 0.1438459644233208, 0.17126078683130347, 0.16541469971719835, 0.18168066708759914, 0.15689101412368828, 0.15846346576417156, 0.1721415744629842, 0.1843793752470477, 0.1586060929719983, 0.16179877943445853, 0.15454689443004588, 0.18589587556486617, 0.1718992288419944, 0.17307685204123796, 0.189073249203272, 0.17750528854667416, 0.1685214483810743, 0.17251308441319954, 0.16203321736423437, 0.1618606516156077, 0.1823641740286685, 0.1701517047545489, 0.16771459872329883, 0.17257145864316448, 0.15439147308868717, 0.16213832691711702, 0.1854739656464729, 0.1746895785557349, 0.16592246238798686, 0.1753953611637052, 0.17621347101353976, 0.18807831770643604, 0.1750184887439294, 0.1630318848320703, 0.1739043592201602, 0.16990421504055567, 0.1821975879491896, 0.15705237410541514, 0.16907449001171004, 0.1670930188162947, 0.1940120295964717, 0.1696340496219298, 0.17234775884404616, 0.15554281691934063, 0.17783914991176952, 0.18758151099384307, 0.16617159235870946, 0.15708982595632362, 0.14917963125408987, 0.15474594300266153, 0.1562745824701702, 0.18361216492180657, 0.15089441056796296, 0.1460459171699287, 0.14080533020049732, 0.16726640849145108, 0.15343293117869677, 0.1693263136178879, 0.1563294545621104, 0.18225960380906545, 0.16663639968199984, 0.18135785934712628, 0.18260370849884364, 0.16452423188964319, 0.15813480472757138, 0.1689724968250424, 0.17028541456857446, 0.17332436729179146, 0.1663170897776984, 0.18347505569228803, 0.15876795424467197, 0.14984959145327584, 0.15968449351328146, 0.16294085414142526, 0.16499281177285033, 0.16204664588075177, 0.1683192014001833, 0.17201638668121416, 0.14537986698994354, 0.17481976256816248, 0.1598594255084607, 0.15852657305917695, 0.17312252829211688, 0.1765414361808002, 0.1554641820532002, 0.15644531827530928, 0.1742842741003507, 0.16215991888690306, 0.16840961525241224, 0.17968631706151053, 0.1902289482728364, 0.16059824696600378, 0.1870629088529128, 0.1538967176856828, 0.1716547079173352]"
48,"[0.1502448174292066, 0.17803047400863095, 0.1548687480302844, 0.15971580686781478, 0.16156096150562121, 0.18260597849047133, 0.16630578774425783, 0.15055398903761855, 0.15377612250406858, 0.18575944178507728, 0.16859028523273858, 0.1758986114099552, 0.16618309954674934, 0.16666945980189443, 0.14754774775679896, 0.17534433380648035, 0.1811632795345198, 0.17710342189790604, 0.17129495655663585, 0.14940767380468492, 0.1656337722027736, 0.16248592230428643, 0.1721414560077715, 0.15605688722566952, 0.15479330994594045, 0.1492078985311423, 0.16446296482352304, 0.17772060903536016, 0.14351464995362737, 0.1570336422217635, 0.17200553806953892, 0.1487382722152648, 0.17212538010044548, 0.1735240133475141, 0.1584406910795472, 0.1576578359405826, 0.17988845171915993, 0.16563261256565534, 0.1716780493780951, 0.16415248352119885, 0.16234134425639793, 0.15088064784030938, 0.17842718899038915, 0.14852709249021384, 0.15401548241929314, 0.16495224927564495, 0.17028099368448962, 0.1586027974135022, 0.16657917078985732, 0.16985340482629524, 0.18080509471617462, 0.1672843166808081, 0.15823192225702876, 0.17097414175891748, 0.15708979835299314, 0.165004863052857, 0.17307416864710412, 0.16315804174052, 0.15124537923749187, 0.1680262256831617, 0.15895312096971298, 0.15247814703143697, 0.1672295449839332, 0.16225600359017203, 0.159139436933643, 0.16785972370061625, 0.16018801105590347, 0.16139741139672206, 0.18396262719462864, 0.174587831754445, 0.16839409355773843, 0.17064414300654746, 0.18029671486910773, 0.14877128481921734, 0.15786842562497114, 0.1520602419038338, 0.17027018187909312, 0.16275763486647496, 0.16506960444187727, 0.18194281934310788, 0.17074283019177527, 0.171706394886147, 0.1638543439423912, 0.18079011036313503, 0.17356298420704735, 0.17003759430476767, 0.16497670645798837, 0.1609148141128273, 0.15648028948779966, 0.16574720825984546, 0.15851511490721892, 0.1663026201363772, 0.1566073330911063, 0.1697593775082504, 0.16353820226315444, 0.17743707044997453, 0.14998508226571225, 0.16320941549260617, 0.16109378120834453, 0.17434316987913556]"
49,"[0.175358353147071, 0.14471058638544748, 0.18028713399238205, 0.14405940084479985, 0.1700052033802427, 0.16382888079407162, 0.18017396772504507, 0.1696693980449069, 0.17282979799228168, 0.15671230974582573, 0.14901381844172762, 0.16692452374047595, 0.1688331466956443, 0.16182170518139502, 0.16732284405219217, 0.16986265362383857, 0.16695664578077113, 0.17462383143997665, 0.17223624380255778, 0.1698706931976176, 0.16013191557242093, 0.16986357693609824, 0.1644227521692762, 0.1665689741064584, 0.16292877724748103, 0.16132931704850675, 0.16763864406921283, 0.17999880362587486, 0.16137938889761638, 0.18596145275341486, 0.16487076974030043, 0.16324287214617128, 0.16341426850656454, 0.1650176257361278, 0.17340635270093765, 0.17210779604563975, 0.17440604002878501, 0.16671534160891943, 0.17095286140800192, 0.17292758852695878, 0.1773560192100321, 0.1562208276452288, 0.17476719520131584, 0.17822029817256066, 0.16669848984913274, 0.1540994442559449, 0.15647537975327946, 0.17310372810748667, 0.15336263426108673, 0.16587230824153498, 0.16782875781483642, 0.16450512296571274, 0.16892688377955675, 0.18547476820923248, 0.1657248005135205, 0.16798282886697777, 0.18502771160896328, 0.16614592769433212, 0.1568361467449161, 0.15643101254280165, 0.1669526997006877, 0.15433360479238986, 0.1639020911400658, 0.17847601126117857, 0.16699243665057467, 0.15185585773459578, 0.15405107009436528, 0.1811755435610501, 0.17746434085725316, 0.17885486629080574, 0.16378424081148504, 0.16612901046765163, 0.16292229717092696, 0.16496518780296224, 0.1855491216944778, 0.1519895944985105, 0.17861253471885266, 0.16450541780430925, 0.16164992426856198, 0.16080208391411363, 0.16265676091160672, 0.15797138459107715, 0.16610330468740195, 0.1646433390671461, 0.13216999352217215, 0.201482450716687, 0.15814194270452844, 0.17015650861972795, 0.17408214189066837, 0.1536517711410326, 0.15267941909015836, 0.1682821572717186, 0.15243441237865654, 0.1545449350690208, 0.19221866431905443, 0.1441498720289636, 0.17187133575368285, 0.15844598042374755, 0.15512616228758336, 0.16822289474403063]"
